player_1,player_2,homeTeamDefendingSide,homeTeam,awayTeam,xCoord,yCoord,zoneCode,away_number,home_number
8475158,8478519,left,TBL,NSH,0,0,N,6,6
8478519,8476925,left,TBL,NSH,-69,22,D,6,6
8479996,8479661,left,TBL,NSH,69,22,D,6,6
8475158,8478010,left,TBL,NSH,69,-22,D,6,6
8475158,8478519,left,TBL,NSH,0,0,N,6,6
8476822,8476925,left,TBL,NSH,69,22,O,6,6
8474564,8479996,left,TBL,NSH,69,-22,O,6,6
8479996,8477426,left,TBL,NSH,69,22,D,6,6
8475158,8478519,left,TBL,NSH,69,-22,D,6,6
8476822,8475158,left,TBL,NSH,-69,-22,D,6,5
8477426,8475158,left,TBL,NSH,69,22,O,5,6
8475158,8477426,left,TBL,NSH,69,22,D,5,6
8479542,8475158,left,TBL,NSH,69,22,O,5,6
8474564,8475158,left,TBL,NSH,69,-22,O,6,6
8475158,8474564,left,TBL,NSH,69,-22,D,6,6
8474564,8476925,left,TBL,NSH,69,22,O,5,6
8476925,8474564,right,TBL,NSH,0,0,N,5,6
8474564,8475158,right,TBL,NSH,-69,22,O,5,6
8479996,8474564,right,TBL,NSH,69,-22,O,6,6
8478519,8478438,right,TBL,NSH,-20,-22,N,6,6
8474564,8479996,right,TBL,NSH,69,22,D,6,6
8476925,8477426,right,TBL,NSH,69,-22,O,6,6
8476822,8475158,right,TBL,NSH,69,22,D,6,5
8475158,8478519,right,TBL,NSH,69,-22,O,6,5
8474564,8481704,right,TBL,NSH,-69,22,O,6,6
8474564,8481704,right,TBL,NSH,-69,22,O,6,6
8475158,8476822,right,TBL,NSH,69,22,O,6,5
8476925,8478519,right,TBL,NSH,20,-22,N,6,5
8478519,8475158,right,TBL,NSH,69,-22,D,6,6
8476925,8477426,right,TBL,NSH,0,0,N,6,6
8481704,8476822,right,TBL,NSH,69,22,O,6,6
8474564,8475158,right,TBL,NSH,20,22,N,6,6
8474564,8475158,right,TBL,NSH,-69,-22,O,6,6
8476822,8481704,right,TBL,NSH,69,22,D,6,6
8474564,8475158,left,TBL,NSH,0,0,N,6,6
8475158,8474564,left,TBL,NSH,0,0,N,6,6
8478519,8478438,left,TBL,NSH,-69,-22,D,6,6
8479996,8476822,left,TBL,NSH,-20,-22,N,6,6
8476925,8477426,left,TBL,NSH,69,22,D,5,6
8478519,8475158,left,TBL,NSH,0,0,N,6,6
8478519,8475158,left,TBL,NSH,69,22,O,6,6
8479996,8477426,left,TBL,NSH,0,0,N,6,6
8476822,8478438,left,TBL,NSH,-20,22,N,6,6
8478519,8475158,left,TBL,NSH,69,22,O,6,6
8481704,8474564,left,TBL,NSH,69,-22,D,6,6
8476822,8475158,left,TBL,NSH,-69,-22,D,6,5
8475158,8478519,left,TBL,NSH,-69,22,O,6,5
8476925,8476822,left,TBL,NSH,0,0,N,6,6
8476925,8477426,left,TBL,NSH,20,-22,N,6,6
8474564,8475158,left,TBL,NSH,69,-22,O,5,6
8478519,8478438,left,TBL,NSH,0,0,N,6,6
8474564,8475158,left,TBL,NSH,69,-22,O,5,6
8476822,8475158,left,TBL,NSH,-69,-22,D,6,6
8476925,8477426,left,TBL,NSH,69,-22,D,6,6
8477426,8476925,left,TBL,NSH,69,22,O,6,6
8475158,8478010,left,TBL,NSH,-69,-22,O,6,6
8478519,8475158,left,TBL,NSH,-69,22,D,6,6
8476822,8475158,left,TBL,NSH,-69,-22,D,6,6
8477426,8476925,left,TBL,NSH,-69,22,D,6,6
8476822,8481704,left,TBL,NSH,0,0,N,6,6
8471675,8484144,left,PIT,CHI,0,0,N,6,6
8478569,8482117,left,PIT,CHI,-69,-22,D,6,6
8476483,8477450,left,PIT,CHI,20,-22,N,6,6
8474189,8477987,left,PIT,CHI,-69,-22,D,6,6
8480252,8471215,left,PIT,CHI,69,22,D,6,6
8478569,8482117,left,PIT,CHI,69,-22,O,6,6
8474189,8477450,left,PIT,CHI,69,22,O,6,6
8478569,8477987,left,PIT,CHI,-69,-22,D,6,5
8480252,8471675,left,PIT,CHI,0,0,N,6,6
8471215,8484144,left,PIT,CHI,69,22,O,6,6
8482117,8474189,left,PIT,CHI,-69,-22,O,6,6
8478569,8480252,left,PIT,CHI,20,-22,N,6,6
8471215,8484144,left,PIT,CHI,20,-22,N,6,6
8471675,8477450,left,PIT,CHI,69,22,O,5,6
8471215,8480252,left,PIT,CHI,69,22,O,5,6
8471675,8480252,left,PIT,CHI,69,-22,O,5,6
8470604,8479383,left,PIT,CHI,20,-22,N,5,6
8477450,8470604,left,PIT,CHI,69,-22,D,5,6
8477987,8471675,left,PIT,CHI,-20,-22,N,6,6
8474189,8480252,left,PIT,CHI,-69,22,D,6,6
8471675,8477450,left,PIT,CHI,69,22,O,6,6
8471675,8484144,right,PIT,CHI,0,0,N,6,6
8471675,8484144,right,PIT,CHI,-69,-22,O,6,6
8474870,8478569,right,PIT,CHI,69,22,O,6,6
8474189,8477987,right,PIT,CHI,69,22,D,6,5
8471215,8480252,right,PIT,CHI,20,22,N,6,6
8480252,8471215,right,PIT,CHI,69,22,O,6,6
8477450,8476483,right,PIT,CHI,-69,22,D,6,6
8474189,8482117,right,PIT,CHI,20,-22,N,6,6
8471215,8477450,right,PIT,CHI,-69,-22,O,6,6
8477987,8471675,right,PIT,CHI,-69,22,D,6,6
8471675,8484144,right,PIT,CHI,-69,-22,O,6,6
8471675,8484144,right,PIT,CHI,69,-22,D,6,6
8477450,8471675,right,PIT,CHI,0,0,N,5,6
8471675,8477450,right,PIT,CHI,-69,-22,O,5,6
8480252,8471215,right,PIT,CHI,0,0,N,6,6
8474189,8474870,right,PIT,CHI,69,-22,D,6,6
8471675,8474870,right,PIT,CHI,-69,-22,O,6,6
8471215,8484144,right,PIT,CHI,-69,-22,O,6,6
8478569,8477987,right,PIT,CHI,69,-22,D,6,6
8484144,8471675,left,PIT,CHI,0,0,N,6,6
8474189,8477987,left,PIT,CHI,-69,-22,D,6,5
8484144,8478569,left,PIT,CHI,-69,22,O,6,5
8477987,8474189,left,PIT,CHI,-69,-22,O,6,5
8477450,8470604,left,PIT,CHI,69,22,D,6,5
8471675,8482117,left,PIT,CHI,-69,-22,D,6,6
8471215,8477987,left,PIT,CHI,-69,22,D,6,6
8471675,8477450,left,PIT,CHI,69,-22,O,6,6
8471215,8474870,left,PIT,CHI,0,0,N,6,6
8471215,8484144,left,PIT,CHI,20,22,N,6,6
8471675,8477450,left,PIT,CHI,69,-22,O,6,6
8480252,8471675,left,PIT,CHI,0,0,N,6,6
8480252,8471675,left,PIT,CHI,69,22,D,6,6
8471215,8484144,left,PIT,CHI,20,22,N,6,6
8471675,8484144,left,PIT,CHI,69,22,O,6,6
8474189,8474870,left,PIT,CHI,0,0,N,6,6
8477450,8471675,left,PIT,CHI,69,22,D,6,6
8477450,8471675,left,PIT,CHI,69,-22,D,6,6
8471675,8477450,left,PIT,CHI,69,22,O,6,6
8476826,8478462,right,VGK,SEA,0,0,N,6,6
8476826,8478462,right,VGK,SEA,69,22,O,6,6
8476905,8482665,right,VGK,SEA,69,-22,D,6,6
8476905,8482665,right,VGK,SEA,-20,22,N,6,6
8475768,8478403,right,VGK,SEA,69,22,O,6,6
8478462,8482665,right,VGK,SEA,69,22,D,6,5
8476448,8477505,right,VGK,SEA,0,0,N,6,6
8477505,8476448,right,VGK,SEA,69,22,O,6,6
8482665,8478403,right,VGK,SEA,69,22,O,6,5
8478403,8477505,right,VGK,SEA,-69,22,O,6,6
8476905,8477505,right,VGK,SEA,-69,-22,O,6,6
8478403,8482665,right,VGK,SEA,0,0,N,6,6
8477505,8478462,right,VGK,SEA,-20,22,N,6,6
8476905,8476826,right,VGK,SEA,-20,-22,N,6,6
8477930,8476448,right,VGK,SEA,-69,22,D,6,6
8477930,8478403,right,VGK,SEA,-69,22,D,6,6
8478462,8475768,right,VGK,SEA,20,22,N,6,6
8476826,8478462,left,VGK,SEA,0,0,N,6,6
8477505,8476905,left,VGK,SEA,0,0,N,6,6
8478403,8482665,left,VGK,SEA,69,-22,O,6,6
8477505,8476905,left,VGK,SEA,-20,-22,N,6,6
8478462,8476826,left,VGK,SEA,-69,-22,D,6,6
8478403,8474586,left,VGK,SEA,-69,22,D,6,6
8476905,8477505,left,VGK,SEA,0,0,N,6,6
8476905,8477930,left,VGK,SEA,69,22,O,5,6
8476448,8482665,left,VGK,SEA,20,-22,N,5,6
8478462,8482665,left,VGK,SEA,-69,-22,D,6,5
8475768,8476905,left,VGK,SEA,-20,-22,N,6,5
8478403,8477505,left,VGK,SEA,-69,22,D,6,6
8476448,8482665,left,VGK,SEA,20,-22,N,6,6
8476905,8477505,left,VGK,SEA,69,22,O,5,6
8476448,8476826,left,VGK,SEA,0,0,N,5,6
8476826,8478462,right,VGK,SEA,0,0,N,6,6
8478403,8476826,right,VGK,SEA,-69,22,O,6,6
8479353,8482665,right,VGK,SEA,-69,22,O,6,6
8482665,8476905,right,VGK,SEA,69,22,O,6,6
8477505,8476448,right,VGK,SEA,69,22,O,6,6
8482665,8478403,right,VGK,SEA,69,22,O,6,5
8478462,8480009,right,VGK,SEA,69,22,D,6,5
8478403,8477955,right,VGK,SEA,69,22,D,6,5
8475768,8478462,right,VGK,SEA,69,22,O,6,5
8478403,8477930,right,VGK,SEA,-69,-22,O,5,6
8476448,8477505,right,VGK,SEA,-20,-22,N,5,6
8476905,8477505,right,VGK,SEA,69,22,D,6,6
8478462,8482665,right,VGK,SEA,20,22,N,6,6
8476905,8476826,right,VGK,SEA,-69,-22,O,5,6
8475768,8478403,right,VGK,SEA,69,22,O,6,6
8477930,8478462,right,VGK,SEA,0,0,N,6,6
8476826,8476448,right,VGK,SEA,69,22,O,6,6
8473533,8482116,right,CAR,OTT,0,0,N,6,6
8478427,8477330,right,CAR,OTT,69,22,D,6,5
8473512,8473533,right,CAR,OTT,-69,-22,D,6,5
8480355,8478427,right,CAR,OTT,0,0,N,6,6
8478427,8482116,right,CAR,OTT,69,22,D,6,6
8480355,8478427,right,CAR,OTT,-69,-22,D,5,6
8480829,8478078,right,CAR,OTT,-69,22,O,6,6
8480835,8480355,right,CAR,OTT,-69,22,O,6,6
8476882,8478078,right,CAR,OTT,69,-22,D,6,6
8478427,8482092,right,CAR,OTT,69,-22,D,6,6
8480801,8473533,right,CAR,OTT,69,22,O,6,6
8480835,8480448,right,CAR,OTT,-20,-22,N,6,6
8473512,8473533,right,CAR,OTT,-69,-22,D,6,6
8480835,8480355,right,CAR,OTT,-69,-22,O,6,6
8478078,8478427,right,CAR,OTT,-69,22,D,6,6
8473533,8473512,right,CAR,OTT,69,-22,D,6,6
8480355,8480835,right,CAR,OTT,-20,22,N,6,6
8482116,8473533,right,CAR,OTT,0,0,N,6,6
8480355,8480829,right,CAR,OTT,-69,-22,D,6,6
8473512,8473533,right,CAR,OTT,-69,-22,D,6,6
8480355,8480829,right,CAR,OTT,-20,-22,N,6,6
8473512,8473533,left,CAR,OTT,0,0,N,6,6
8480829,8482092,left,CAR,OTT,-69,-22,D,6,6
8478427,8478078,left,CAR,OTT,-69,22,D,6,6
8480801,8473533,left,CAR,OTT,-69,-22,O,6,6
8478427,8473512,left,CAR,OTT,69,22,O,5,6
8480355,8480835,left,CAR,OTT,0,0,N,6,6
8480355,8480835,left,CAR,OTT,-69,22,O,6,6
8480801,8473533,left,CAR,OTT,-69,-22,O,6,5
8473533,8480801,left,CAR,OTT,-69,-22,D,6,5
8478427,8480801,left,CAR,OTT,-69,22,D,6,5
8473512,8478427,left,CAR,OTT,-69,22,O,6,5
8480835,8478472,left,CAR,OTT,-69,-22,D,6,6
8478427,8478078,left,CAR,OTT,69,22,O,5,6
8482116,8478427,left,CAR,OTT,69,-22,D,5,6
8478427,8480355,left,CAR,OTT,69,22,O,6,6
8473533,8473512,left,CAR,OTT,69,22,O,6,6
8473533,8482116,left,CAR,OTT,69,22,O,6,6
8473533,8473512,left,CAR,OTT,0,0,N,6,6
8473512,8473533,left,CAR,OTT,69,22,D,6,6
8478427,8473512,left,CAR,OTT,69,22,O,6,6
8473533,8482116,right,CAR,OTT,0,0,N,6,6
8480829,8482092,right,CAR,OTT,0,0,N,6,6
8480829,8482092,right,CAR,OTT,69,22,D,6,6
8478078,8478427,right,CAR,OTT,0,0,N,6,6
8473533,8473512,right,CAR,OTT,69,-22,D,6,6
8480355,8476882,right,CAR,OTT,-69,-22,D,6,6
8482092,8480829,right,CAR,OTT,-69,22,D,6,6
8473512,8478427,right,CAR,OTT,-69,-22,D,5,6
8478078,8476474,right,CAR,OTT,-69,22,D,5,6
8480829,8478078,right,CAR,OTT,-69,22,O,5,6
8473533,8482116,right,CAR,OTT,0,0,N,5,6
8478078,8478427,right,CAR,OTT,0,0,N,6,6
8478427,8478078,right,CAR,OTT,0,0,N,6,6
8473512,8480829,right,CAR,OTT,69,22,O,6,6
8473533,8482116,right,CAR,OTT,20,-22,N,6,6
8478078,8478427,right,CAR,OTT,0,0,N,6,6
8480835,8473512,right,CAR,OTT,-20,22,N,6,6
8473512,8473533,right,CAR,OTT,-69,-22,D,6,6
8480801,8478427,right,CAR,OTT,69,22,O,6,5
8478078,8480829,right,CAR,OTT,0,0,N,6,5
8478472,8478047,right,CAR,OTT,-69,-22,D,5,6
8478427,8482092,right,CAR,OTT,-69,22,O,6,6
8473533,8482116,right,CAR,OTT,-20,-22,N,6,6
8473512,8478427,right,CAR,OTT,-69,-22,D,5,6
8480039,8473512,right,CAR,OTT,69,22,D,5,6
8473533,8480801,right,CAR,OTT,69,22,D,6,6
8480018,8479318,right,TOR,MTL,0,0,N,6,6
8475166,8481618,right,TOR,MTL,-69,22,O,6,6
8480018,8479318,right,TOR,MTL,0,0,N,6,6
8475166,8477497,right,TOR,MTL,-69,22,O,6,6
8480144,8477497,right,TOR,MTL,69,22,D,6,5
8478133,8475166,right,TOR,MTL,-69,-22,D,5,6
8477503,8477497,right,TOR,MTL,-69,22,O,5,6
8480018,8479318,right,TOR,MTL,-69,22,D,6,6
8478133,8480144,right,TOR,MTL,-69,-22,D,6,6
8481618,8479318,right,TOR,MTL,69,22,O,6,6
8475166,8480018,right,TOR,MTL,69,22,D,6,6
8478133,8483489,right,TOR,MTL,-69,-22,D,6,6
8480018,8479318,left,TOR,MTL,0,0,N,6,6
8480144,8477497,left,TOR,MTL,0,0,N,6,6
8483489,8478133,left,TOR,MTL,69,22,O,6,6
8478133,8475166,left,TOR,MTL,69,22,D,5,6
8477497,8475166,left,TOR,MTL,69,-22,D,5,6
8478133,8477503,left,TOR,MTL,69,22,D,5,6
8480144,8481523,left,TOR,MTL,69,22,O,6,6
8475714,8477497,left,TOR,MTL,-69,-22,D,6,5
8479318,8480018,left,TOR,MTL,-20,-22,N,6,5
8480018,8480144,left,TOR,MTL,0,0,N,6,6
8480018,8479318,left,TOR,MTL,69,22,D,6,6
8479318,8480018,left,TOR,MTL,-69,22,D,6,6
8475166,8481523,left,TOR,MTL,-20,22,N,6,6
8478133,8475166,left,TOR,MTL,69,22,D,5,6
8480018,8480144,left,TOR,MTL,0,0,N,6,6
8479318,8477497,left,TOR,MTL,-69,-22,D,6,6
8480018,8479318,left,TOR,MTL,69,22,D,5,6
8481523,8480144,left,TOR,MTL,0,0,N,6,6
8479318,8480018,right,TOR,MTL,0,0,N,6,6
8475714,8477497,right,TOR,MTL,69,22,D,6,5
8475166,8481523,right,TOR,MTL,0,0,N,6,6
8481523,8475166,right,TOR,MTL,-69,-22,D,6,6
8477497,8479318,right,TOR,MTL,0,0,N,6,6
8479318,8478133,right,TOR,MTL,20,22,N,6,6
8478133,8479318,right,TOR,MTL,-69,-22,D,6,6
8479318,8478133,right,TOR,MTL,-69,-22,O,6,6
8480018,8479318,right,TOR,MTL,-69,-22,D,6,6
8483489,8481618,right,TOR,MTL,69,22,D,6,6
8475166,8478133,right,TOR,MTL,69,-22,D,6,6
8475166,8480018,right,TOR,MTL,-69,-22,O,6,6
8483489,8478133,right,TOR,MTL,-69,-22,O,6,6
8477497,8480144,right,TOR,MTL,0,0,N,6,6
8477497,8479318,right,TOR,MTL,-69,22,D,6,6
8475166,8478133,right,TOR,MTL,-69,-22,O,6,6
8481523,8483489,right,TOR,MTL,0,0,N,6,6
8480018,8475166,right,TOR,MTL,-69,-22,D,6,6
8475166,8480018,right,TOR,MTL,-69,-22,O,6,6
8480144,8481523,right,TOR,MTL,0,0,N,6,6
8478133,8480144,left,TOR,MTL,0,0,N,4,4
8480144,8477497,left,TOR,MTL,-69,-22,D,5,4
8480018,8480144,left,TOR,MTL,-69,22,O,5,4
8481618,8480144,left,TOR,MTL,-69,-22,O,5,4
8481556,8484144,left,BOS,CHI,0,0,N,6,6
8474870,8475745,left,BOS,CHI,-69,22,O,6,6
8482117,8478401,left,BOS,CHI,69,22,D,6,6
8477450,8483505,left,BOS,CHI,69,22,D,6,6
8478401,8480252,left,BOS,CHI,69,22,O,5,6
8479987,8477450,left,BOS,CHI,69,-22,O,5,6
8479987,8477450,left,BOS,CHI,69,-22,O,5,6
8481556,8482117,left,BOS,CHI,0,0,N,6,6
8480252,8475745,left,BOS,CHI,69,-22,D,6,6
8478401,8477450,left,BOS,CHI,69,22,O,6,6
8478401,8477987,left,BOS,CHI,-69,-22,D,6,6
8478401,8484144,left,BOS,CHI,-69,22,D,6,6
8484144,8475745,left,BOS,CHI,-69,22,O,6,6
8481556,8482117,left,BOS,CHI,-20,22,N,6,6
8479987,8477450,left,BOS,CHI,-69,-22,D,6,6
8484144,8475745,left,BOS,CHI,0,0,N,6,6
8475745,8477987,left,BOS,CHI,-69,-22,D,6,5
8477450,8478401,left,BOS,CHI,69,22,D,6,6
8475745,8484144,right,BOS,CHI,0,0,N,6,6
8484144,8475745,right,BOS,CHI,-69,22,D,6,6
8478401,8482117,right,BOS,CHI,-69,-22,O,6,6
8477450,8483505,right,BOS,CHI,20,22,N,6,6
8484144,8481556,right,BOS,CHI,-69,-22,D,6,6
8478401,8477450,right,BOS,CHI,-69,-22,O,5,6
8477450,8479987,right,BOS,CHI,-69,22,D,5,6
8481556,8477987,right,BOS,CHI,69,-22,D,6,6
8478401,8480252,right,BOS,CHI,-69,-22,O,5,6
8477450,8479987,right,BOS,CHI,69,22,O,5,6
8479987,8477450,right,BOS,CHI,69,22,D,5,6
8484144,8481556,right,BOS,CHI,69,-22,O,6,5
8479987,8477987,right,BOS,CHI,69,22,D,6,6
8483505,8480252,right,BOS,CHI,0,0,N,6,6
8475745,8482117,right,BOS,CHI,69,22,D,6,6
8483505,8477450,right,BOS,CHI,-69,22,O,6,6
8480252,8481556,right,BOS,CHI,69,-22,O,6,6
8477450,8475745,right,BOS,CHI,-69,-22,D,6,6
8479365,8482117,right,BOS,CHI,-69,-22,O,6,6
8481556,8484144,left,BOS,CHI,0,0,N,6,6
8481556,8484144,left,BOS,CHI,-20,22,N,6,6
8484144,8481556,left,BOS,CHI,-69,22,O,6,5
8477987,8475745,left,BOS,CHI,-69,-22,O,6,5
8483505,8484144,left,BOS,CHI,-20,-22,N,6,6
8475745,8474870,left,BOS,CHI,-69,22,D,6,6
8479987,8480252,left,BOS,CHI,20,-22,N,6,6
8475745,8477987,left,BOS,CHI,-69,-22,D,6,6
8478401,8480252,left,BOS,CHI,69,22,O,6,6
8483505,8473422,left,BOS,CHI,-69,-22,D,6,6
8473422,8478401,left,BOS,CHI,-20,-22,N,6,6
8475745,8482117,left,BOS,CHI,-69,-22,D,6,6
8483505,8473422,left,BOS,CHI,69,-22,O,6,6
8482117,8475745,left,BOS,CHI,69,-22,D,6,6
8475745,8474870,left,BOS,CHI,-69,22,D,6,6
8475745,8474870,left,BOS,CHI,-69,22,D,6,6
8473422,8481556,left,BOS,CHI,0,0,N,6,6
8474150,8476392,right,CGY,WPG,0,0,N,6,6
8476392,8474150,right,CGY,WPG,-69,-22,D,6,6
8475172,8475799,right,CGY,WPG,69,-22,D,6,6
8482149,8475172,right,CGY,WPG,69,-22,O,6,6
8475172,8480014,right,CGY,WPG,69,-22,D,6,6
8476399,8480845,right,CGY,WPG,-69,-22,O,6,6
8476460,8477496,right,CGY,WPG,69,-22,O,6,5
8476460,8477496,right,CGY,WPG,69,-22,O,6,5
8479346,8476460,right,CGY,WPG,69,-22,D,6,5
8476460,8481068,right,CGY,WPG,69,22,O,6,5
8477496,8476392,right,CGY,WPG,0,0,N,6,6
8480008,8480845,right,CGY,WPG,0,0,N,6,6
8480845,8480008,right,CGY,WPG,69,-22,O,6,6
8477496,8475799,right,CGY,WPG,-20,-22,N,6,6
8474150,8476392,right,CGY,WPG,69,22,D,6,6
8476392,8474150,right,CGY,WPG,-69,22,D,6,6
8476392,8475172,right,CGY,WPG,-69,-22,D,5,6
8480845,8475172,right,CGY,WPG,-69,-22,D,5,6
8476460,8474150,right,CGY,WPG,0,0,N,6,6
8475172,8476392,right,CGY,WPG,-69,22,O,6,6
8477496,8480845,right,CGY,WPG,0,0,N,6,6
8476392,8475172,right,CGY,WPG,-69,22,D,6,6
8475172,8476392,right,CGY,WPG,-69,-22,O,6,6
8474150,8476460,right,CGY,WPG,-69,-22,O,6,6
8477496,8482149,right,CGY,WPG,69,-22,D,6,6
8480845,8480008,right,CGY,WPG,-69,-22,D,6,6
8480008,8480845,right,CGY,WPG,0,0,N,6,6
8477496,8476460,right,CGY,WPG,69,22,D,6,6
8475172,8476392,right,CGY,WPG,20,22,N,6,6
8475172,8476392,right,CGY,WPG,-69,-22,O,6,6
8482149,8474150,right,CGY,WPG,-20,-22,N,6,6
8476460,8474150,left,CGY,WPG,0,0,N,6,6
8477496,8482149,left,CGY,WPG,-69,-22,D,6,5
8477496,8482149,left,CGY,WPG,-69,22,D,6,5
8476392,8475172,left,CGY,WPG,-69,-22,O,6,6
8480845,8475172,left,CGY,WPG,-69,22,O,6,6
8474150,8476460,left,CGY,WPG,-20,-22,N,6,6
8476460,8474150,left,CGY,WPG,-20,22,N,6,6
8477496,8482149,left,CGY,WPG,-69,-22,D,6,6
8477496,8476392,left,CGY,WPG,69,-22,O,5,6
8476392,8477496,left,CGY,WPG,69,-22,D,5,6
8474150,8480845,left,CGY,WPG,69,22,O,5,6
8477496,8480845,left,CGY,WPG,69,22,O,6,6
8476460,8474150,left,CGY,WPG,0,0,N,6,6
8474150,8476460,left,CGY,WPG,-69,22,D,6,6
8476460,8474150,left,CGY,WPG,-69,22,O,6,6
8477496,8476460,left,CGY,WPG,-69,22,D,6,5
8476460,8474150,left,CGY,WPG,-69,22,O,6,5
8474150,8476460,left,CGY,WPG,-69,22,D,6,5
8481068,8482149,left,CGY,WPG,0,0,N,6,5
8474150,8476392,left,CGY,WPG,-69,22,D,6,6
8480008,8480845,left,CGY,WPG,-69,22,D,6,6
8476460,8480008,left,CGY,WPG,-69,22,O,6,6
8476460,8475172,left,CGY,WPG,-69,22,O,6,6
8475172,8482149,left,CGY,WPG,20,-22,N,6,6
8476460,8474150,left,CGY,WPG,-69,22,O,6,5
8477496,8476460,right,CGY,WPG,0,0,N,6,5
8480845,8474150,right,CGY,WPG,69,-22,O,6,6
8474150,8476460,right,CGY,WPG,69,-22,D,6,6
8477496,8482149,right,CGY,WPG,69,22,D,6,6
8477496,8476392,right,CGY,WPG,-69,22,O,6,6
8477496,8476460,right,CGY,WPG,69,-22,D,6,6
8476392,8477496,right,CGY,WPG,-69,22,D,6,6
8477496,8476392,right,CGY,WPG,-69,22,O,6,6
8475172,8476392,right,CGY,WPG,-20,-22,N,6,6
8477496,8480845,right,CGY,WPG,69,22,D,6,6
8482149,8474150,right,CGY,WPG,69,-22,O,6,6
8477496,8482149,right,CGY,WPG,-69,22,O,6,6
8480008,8476460,right,CGY,WPG,69,-22,D,6,6
8480008,8476460,right,CGY,WPG,69,-22,D,6,6
8474150,8480845,right,CGY,WPG,-69,-22,O,6,6
8476392,8474150,right,CGY,WPG,20,22,N,6,6
8477496,8476460,right,CGY,WPG,0,0,N,6,6
8477496,8476460,right,CGY,WPG,69,22,D,6,6
8477496,8480845,right,CGY,WPG,-69,22,O,6,6
8476460,8474150,right,CGY,WPG,0,0,N,6,6
8480845,8480008,right,CGY,WPG,0,0,N,6,6
8471685,8477492,right,LAK,COL,0,0,N,6,6
8471685,8478420,right,LAK,COL,69,22,D,6,6
8479525,8479400,right,LAK,COL,-69,-22,D,6,6
8481481,8478028,right,LAK,COL,-20,22,N,6,6
8478420,8476479,right,LAK,COL,69,22,O,6,6
8476479,8477492,right,LAK,COL,69,-22,D,6,6
8471685,8478028,right,LAK,COL,-69,-22,O,5,6
8471685,8479525,right,LAK,COL,-69,-22,O,5,6
8477492,8473453,right,LAK,COL,-69,-22,D,6,6
8475793,8479400,right,LAK,COL,0,0,N,6,6
8477494,8476479,right,LAK,COL,69,22,O,6,6
8475793,8481481,right,LAK,COL,69,-22,O,6,5
8476479,8475793,right,LAK,COL,69,-22,D,6,5
8476479,8478028,right,LAK,COL,-69,-22,O,5,6
8482124,8479525,right,LAK,COL,-20,22,N,5,6
8477492,8479400,right,LAK,COL,-69,22,D,6,6
8476479,8475793,right,LAK,COL,20,-22,N,6,6
8477492,8479400,right,LAK,COL,0,0,N,6,6
8481481,8475793,right,LAK,COL,-69,-22,O,6,6
8471685,8475793,right,LAK,COL,-69,-22,O,6,6
8476479,8477492,right,LAK,COL,0,0,N,6,6
8471685,8477492,left,LAK,COL,0,0,N,6,6
8475793,8479400,left,LAK,COL,69,22,D,6,6
8479525,8476479,left,LAK,COL,69,22,D,6,6
8471685,8477492,left,LAK,COL,-69,22,D,6,5
8478028,8481481,left,LAK,COL,0,0,N,6,6
8479400,8478028,left,LAK,COL,-69,22,D,6,6
8479400,8478420,left,LAK,COL,-69,-22,D,6,6
8477492,8477942,left,LAK,COL,69,22,D,6,6
8475793,8471685,left,LAK,COL,0,0,N,6,6
8479525,8471685,left,LAK,COL,69,-22,D,6,6
8479525,8476479,left,LAK,COL,69,22,D,6,6
8477492,8481481,left,LAK,COL,69,22,D,6,6
8475793,8471685,left,LAK,COL,0,0,N,6,6
8471685,8477492,left,LAK,COL,20,22,N,6,6
8471685,8478028,left,LAK,COL,69,22,O,5,6
8482124,8479525,left,LAK,COL,69,-22,O,5,6
8471685,8475793,left,LAK,COL,-69,22,D,6,5
8475793,8473453,left,LAK,COL,-69,-22,O,6,5
8475793,8476479,left,LAK,COL,-69,22,O,6,5
8479400,8479525,left,LAK,COL,69,22,O,6,6
8479400,8479525,left,LAK,COL,69,22,O,6,6
8478028,8479400,left,LAK,COL,69,22,D,6,6
8476479,8477492,left,LAK,COL,-69,22,D,6,6
8471685,8479525,left,LAK,COL,69,-22,O,6,6
8471685,8477492,left,LAK,COL,0,0,N,6,6
8477492,8471685,left,LAK,COL,0,0,N,6,6
8471685,8477492,right,LAK,COL,0,0,N,6,6
8475793,8479400,right,LAK,COL,69,22,O,6,6
8475793,8479400,right,LAK,COL,69,22,O,6,6
8476479,8475793,right,LAK,COL,-69,-22,O,6,6
8471685,8478028,right,LAK,COL,-69,-22,O,5,6
8475793,8471685,right,LAK,COL,0,0,N,6,6
8471685,8478028,right,LAK,COL,-20,22,N,5,6
8478420,8482124,right,LAK,COL,69,22,O,6,6
8475793,8479675,right,LAK,COL,-69,22,D,6,6
8475793,8476479,right,LAK,COL,-69,22,D,6,6
8479525,8479400,right,LAK,COL,-69,22,D,6,6
8479400,8479525,right,LAK,COL,69,-22,D,6,6
8477492,8471685,right,LAK,COL,69,-22,O,6,6
8479525,8471685,right,LAK,COL,-69,22,D,6,6
8477492,8481481,right,LAK,COL,0,0,N,6,6
8471685,8479525,right,LAK,COL,-69,-22,O,6,6
8479400,8479525,right,LAK,COL,-69,-22,O,6,6
8476468,8478402,right,VAN,EDM,0,0,N,6,6
8480012,8477934,right,VAN,EDM,-69,-22,O,6,6
